sample_pt_desc,latitude,longitude,sample_id,year,quarter,cod,conductivity,e_coli,pH,nitrate,phosphate,physical_compliance_percentage,chemical_compliance_percentage,bacteriological_compliance_percentage,biological_compliance_percentage,overall_compliance_percentage,river
Natalspruit from Simmer and Jack Mine,-26.24,28.124,N4,2018,Apr-Jun,,106.0,,5.0,1.14,0.17,20.0,72.73,0.0,0.0,23.18,Klip
Natalspruit from Simmer and Jack Mine,-26.24,28.124,N4,2018,Jul-Sep,,110.0,,6.1,1.42,0.17,20.0,81.82,0.0,0.0,25.46,Klip
Natalspruit from Simmer and Jack Mine,-26.24,28.124,N4,2018,Oct-Dec,,98.0,,6.0,0.7,0.25,20.0,90.91,0.0,0.0,27.73,Klip
Natalspruit @ Alrode ,-26.298,28.144,N7,2018,Jan-Mar,,52.0,22743.0,6.8,0.61,0.2,40.0,100.0,0.0,0.0,35.0,Klip
Natalspruit @ Alrode ,-26.298,28.144,N7,2018,Apr-Jun,,155.0,47116.0,7.0,0.61,0.18,20.0,100.0,0.0,0.0,30.0,Klip
Natalspruit @ Alrode ,-26.298,28.144,N7,2018,Jul-Sep,,52.0,10729.0,7.1,0.56,0.19,40.0,90.91,0.0,0.0,32.73,Klip
Natalspruit @ Alrode ,-26.298,28.144,N7,2018,Oct-Dec,,43.0,12422.0,6.9,0.7,0.25,40.0,100.0,0.0,0.0,35.0,Klip
Natalspruit @ Heidelberg Road ,-26.426,28.165,N8,2018,Jan-Mar,16.0,95.0,3517.0,7.5,2.93,0.79,80.0,90.91,0.0,100.0,67.73,Klip
Natalspruit @ Heidelberg Road ,-26.426,28.165,N8,2018,Apr-Jun,15.0,135.0,2325.0,7.5,3.69,0.21,60.0,90.91,0.0,100.0,62.73,Klip
Natalspruit @ Heidelberg Road ,-26.426,28.165,N8,2018,Jul-Sep,20.0,125.0,10812.0,7.5,2.95,0.26,60.0,90.91,0.0,100.0,62.73,Klip
Natalspruit @ Heidelberg Road ,-26.426,28.165,N8,2018,Oct-Dec,25.0,107.0,22096.0,7.4,3.93,0.28,80.0,100.0,0.0,100.0,70.0,Klip
Rietspruit from Sallies ,-26.305,28.336,R1,2018,Jan-Mar,,169.0,,7.0,3.08,0.2,20.0,72.73,0.0,0.0,23.18,Klip
Rietspruit from Sallies ,-26.305,28.336,R1,2018,Apr-Jun,,357.0,,4.8,2.48,0.2,0.0,54.55,0.0,0.0,13.64,Klip
Rietspruit from Sallies ,-26.305,28.336,R1,2018,Jul-Sep,,333.0,,4.7,3.83,0.22,0.0,63.64,0.0,0.0,15.91,Klip
Rietspruit from Sallies ,-26.305,28.336,R1,2018,Oct-Dec,,388.0,,4.9,3.9,0.25,0.0,45.45,0.0,0.0,11.36,Klip
Withokspruit Tributary ,-26.324,28.339,R2,2018,Jan-Mar,,171.0,,6.6,1.43,0.2,20.0,90.91,0.0,0.0,27.73,Klip
Withokspruit Tributary ,-26.324,28.339,R2,2018,Apr-Jun,,55.0,,7.6,1.59,0.2,40.0,100.0,0.0,0.0,35.0,Klip
Withokspruit Tributary ,-26.324,28.339,R2,2018,Jul-Sep,,71.0,,7.5,3.0,0.22,40.0,90.91,0.0,0.0,32.73,Klip
Withokspruit Tributary ,-26.324,28.339,R2,2018,Oct-Dec,,116.0,,6.7,2.2,0.25,40.0,90.91,0.0,0.0,32.73,Klip
Tributary @ Van Dyk Consolidated,-26.259,28.321,R3,2018,Jan-Mar,,120.0,,6.9,0.47,0.2,40.0,100.0,0.0,0.0,35.0,Klip
Tributary @ Van Dyk Consolidated,-26.259,28.321,R3,2018,Apr-Jun,,118.0,,8.4,0.5,0.2,40.0,100.0,0.0,0.0,35.0,Klip
Tributary @ Van Dyk Consolidated,-26.259,28.321,R3,2018,Jul-Sep,,34.0,,7.5,0.51,0.22,40.0,100.0,0.0,0.0,35.0,Klip
Tributary @ Van Dyk Consolidated,-26.259,28.321,R3,2018,Oct-Dec,,30.0,,7.5,0.77,0.25,40.0,100.0,0.0,0.0,35.0,Klip
Rietspruit @ Vosloorus ,-26.372,28.245,R4,2018,Jan-Mar,,102.0,,7.2,2.53,0.2,40.0,81.82,0.0,0.0,30.46,Klip
Rietspruit @ Vosloorus ,-26.372,28.245,R4,2018,Apr-Jun,,146.0,,7.5,5.8,0.2,20.0,81.82,0.0,0.0,25.46,Klip
Rietspruit @ Vosloorus ,-26.372,28.245,R4,2018,Jul-Sep,,205.0,,7.8,1.41,0.22,20.0,81.82,0.0,0.0,25.46,Klip
Rietspruit @ Vosloorus ,-26.372,28.245,R4,2018,Oct-Dec,,172.0,,7.1,0.5,0.25,20.0,81.82,0.0,0.0,25.46,Klip
Rietspruit @ Hardmans Farm ,-26.429,28.181,R5,2018,Jan-Mar,,199.0,30047.0,7.4,2.4,0.18,20.0,90.91,0.0,0.0,27.73,Klip
Rietspruit @ Hardmans Farm ,-26.429,28.181,R5,2018,Apr-Jun,,172.0,7738.0,7.7,3.16,0.18,20.0,90.91,0.0,0.0,27.73,Klip
Rietspruit @ Hardmans Farm ,-26.429,28.181,R5,2018,Jul-Sep,,168.0,11164.0,8.0,2.08,0.18,20.0,90.91,0.0,0.0,27.73,Klip
Rietspruit @ Hardmans Farm ,-26.429,28.181,R5,2018,Oct-Dec,,115.0,126277.0,7.7,1.34,0.28,40.0,100.0,0.0,0.0,35.0,Klip
Rietspruit Weir @ Luttig's Farm ,-26.451,28.089,R6,2018,Jan-Mar,15.0,111.0,4805.0,7.6,3.56,0.2,100.0,100.0,0.0,100.0,75.0,Klip
Rietspruit Weir @ Luttig's Farm ,-26.451,28.089,R6,2018,Apr-Jun,15.0,119.0,17367.0,7.5,3.15,0.21,80.0,90.91,0.0,100.0,67.73,Klip
Rietspruit Weir @ Luttig's Farm ,-26.451,28.089,R6,2018,Jul-Sep,16.0,118.0,1589.0,7.6,3.15,0.24,80.0,90.91,0.0,100.0,67.73,Klip
Rietspruit Weir @ Luttig's Farm ,-26.451,28.089,R6,2018,Oct-Dec,23.0,109.0,11306.0,7.5,3.99,0.26,80.0,100.0,0.0,100.0,70.0,Klip
Klip River @ Lido Hotel ,-26.326,27.988,K1,2019,Jan-Mar,,47.0,,7.2,4.0,0.61,40.0,90.91,0.0,0.0,32.73,Klip
Klip River @ Lido Hotel ,-26.326,27.988,K1,2019,Apr-Jun,,52.0,,7.4,3.7,0.72,40.0,90.91,0.0,0.0,32.73,Klip
Klip River @ Lido Hotel ,-26.326,27.988,K1,2019,Jul-Sep,,57.0,,7.4,3.8,0.81,40.0,90.91,0.0,0.0,32.73,Klip
Klip River @ Lido Hotel ,-26.326,27.988,K1,2019,Oct-Dec,,55.0,,7.5,2.15,0.84,40.0,90.91,0.0,0.0,32.73,Klip
Klip River @ Everite ,-26.421,28.095,K10,2019,Jan-Mar,,46.0,,7.2,3.5,0.52,40.0,90.91,0.0,0.0,32.73,Klip
Klip River @ Everite ,-26.421,28.095,K10,2019,Apr-Jun,,52.0,,7.3,4.43,0.85,40.0,81.82,0.0,0.0,30.46,Klip
Klip River @ Everite ,-26.421,28.095,K10,2019,Jul-Sep,,59.0,,7.3,4.23,0.74,40.0,90.91,0.0,0.0,32.73,Klip
Klip River @ Everite ,-26.421,28.095,K10,2019,Oct-Dec,,54.0,,7.5,2.4,0.84,40.0,90.91,0.0,0.0,32.73,Klip
Klip River from Roodepoort @ R41 Bridge,-26.169,27.833,K11,2019,Jan-Mar,,43.0,,7.4,0.5,0.25,40.0,90.91,0.0,0.0,32.73,Klip
Klip River from Roodepoort @ R41 Bridge,-26.169,27.833,K11,2019,Apr-Jun,,37.0,,7.5,1.67,0.25,40.0,100.0,0.0,0.0,35.0,Klip
Klip River from Roodepoort @ R41 Bridge,-26.169,27.833,K11,2019,Jul-Sep,,52.0,,7.4,0.63,0.42,40.0,90.91,0.0,0.0,32.73,Klip
Klip River from Roodepoort @ R41 Bridge,-26.169,27.833,K11,2019,Oct-Dec,,32.0,,7.4,1.55,0.68,40.0,90.91,0.0,0.0,32.73,Klip
Klip River from Witpoortjie @ R41 Bridge,-26.176,27.818,K14,2019,Jan-Mar,,25.0,,7.5,0.54,0.25,40.0,100.0,0.0,0.0,35.0,Klip
Klip River from Witpoortjie @ R41 Bridge,-26.176,27.818,K14,2019,Apr-Jun,,42.0,,7.4,1.75,0.63,40.0,81.82,0.0,0.0,30.46,Klip
Klip River from Witpoortjie @ R41 Bridge,-26.176,27.818,K14,2019,Jul-Sep,,20.0,,7.3,0.5,0.34,40.0,100.0,0.0,0.0,35.0,Klip
Klip River from Witpoortjie @ R41 Bridge,-26.176,27.818,K14,2019,Oct-Dec,,38.0,,7.3,0.5,0.36,40.0,100.0,0.0,0.0,35.0,Klip
Klip River Weir @ Henley-On- Klip,-26.549,28.064,K18,2019,Jan-Mar,,67.0,12292.0,7.2,3.34,0.58,40.0,100.0,0.0,0.0,35.0,Klip
Klip River Weir @ Henley-On- Klip,-26.549,28.064,K18,2019,Apr-Jun,,74.0,19335.0,7.3,4.23,0.49,40.0,100.0,0.0,0.0,35.0,Klip
Klip River Weir @ Henley-On- Klip,-26.549,28.064,K18,2019,Jul-Sep,,90.0,2149.0,7.5,2.93,0.74,40.0,81.82,0.0,0.0,30.46,Klip
Klip River Weir @ Henley-On- Klip,-26.549,28.064,K18,2019,Oct-Dec,,82.0,6885.0,7.5,1.31,0.9,40.0,72.73,0.0,0.0,28.18,Klip
Klip River Weir @ Zwartkopjes Farm,-26.38,28.071,K21,2019,Jan-Mar,31.0,47.0,12345.0,7.2,4.23,0.61,60.0,90.91,0.0,100.0,62.73,Klip
Klip River Weir @ Zwartkopjes Farm,-26.38,28.071,K21,2019,Apr-Jun,30.0,54.0,44623.0,7.4,4.39,0.56,60.0,100.0,0.0,100.0,65.0,Klip
Klip River Weir @ Zwartkopjes Farm,-26.38,28.071,K21,2019,Jul-Sep,46.0,57.0,3210.0,7.5,3.31,0.77,60.0,81.82,0.0,100.0,60.46,Klip
Klip River Weir @ Zwartkopjes Farm,-26.38,28.071,K21,2019,Oct-Dec,43.0,56.0,45187.0,7.5,2.06,0.76,60.0,81.82,0.0,100.0,60.46,Klip
Klip River downstream of Rietspruit Confluence,-26.454,28.085,K25,2019,Jan-Mar,,68.0,39730.0,7.3,3.15,0.45,40.0,100.0,0.0,0.0,35.0,Klip
Klip River downstream of Rietspruit Confluence,-26.454,28.085,K25,2019,Apr-Jun,,75.0,260821.0,7.3,3.83,0.47,40.0,90.91,0.0,0.0,32.73,Klip
Klip River downstream of Rietspruit Confluence,-26.454,28.085,K25,2019,Jul-Sep,,85.0,6676.0,7.5,2.88,0.49,40.0,100.0,0.0,0.0,35.0,Klip
Klip River downstream of Rietspruit Confluence,-26.454,28.085,K25,2019,Oct-Dec,,81.0,2359.0,7.5,2.05,0.74,40.0,81.82,0.0,0.0,30.46,Klip
Harringtonspruit @ Nancefield Industrial Area,-26.31,27.912,K3,2019,Jan-Mar,,59.0,,7.3,1.6,1.33,40.0,81.82,0.0,0.0,30.46,Klip
Harringtonspruit @ Nancefield Industrial Area,-26.31,27.912,K3,2019,Apr-Jun,,64.0,,7.6,1.18,1.55,40.0,81.82,0.0,0.0,30.46,Klip
Harringtonspruit @ Nancefield Industrial Area,-26.31,27.912,K3,2019,Jul-Sep,,73.0,,7.5,0.5,0.79,40.0,81.82,0.0,0.0,30.46,Klip
Harringtonspruit @ Nancefield Industrial Area,-26.31,27.912,K3,2019,Oct-Dec,,66.0,,7.6,0.75,1.6,40.0,81.82,0.0,0.0,30.46,Klip
Klip River @ Olifantsvlei Sewage Works,-26.311,27.912,K4,2019,Jan-Mar,,46.0,6880.0,7.5,2.0,0.25,40.0,100.0,0.0,0.0,35.0,Klip
Klip River @ Olifantsvlei Sewage Works,-26.311,27.912,K4,2019,Apr-Jun,,57.0,53790.0,7.5,2.53,0.57,40.0,90.91,0.0,0.0,32.73,Klip
Klip River @ Olifantsvlei Sewage Works,-26.311,27.912,K4,2019,Jul-Sep,,55.0,5114.0,7.5,2.87,0.29,40.0,100.0,0.0,0.0,35.0,Klip
Klip River @ Olifantsvlei Sewage Works,-26.311,27.912,K4,2019,Oct-Dec,,62.0,424550.0,7.5,0.72,1.37,40.0,81.82,0.0,0.0,30.46,Klip
Klipspruit @ Kliptown ,-26.29,27.886,K5,2019,Jan-Mar,,45.0,,7.2,0.73,0.25,40.0,100.0,0.0,0.0,35.0,Klip
Klipspruit @ Kliptown ,-26.29,27.886,K5,2019,Apr-Jun,,54.0,,7.4,0.7,0.25,40.0,90.91,0.0,0.0,32.73,Klip
Klipspruit @ Kliptown ,-26.29,27.886,K5,2019,Jul-Sep,,52.0,,7.5,0.57,0.36,40.0,90.91,0.0,0.0,32.73,Klip
Klipspruit @ Kliptown ,-26.29,27.886,K5,2019,Oct-Dec,,63.0,,7.5,0.5,1.33,40.0,81.82,0.0,0.0,30.46,Klip
Klip River @ Soweto N12 Highway,-26.295,27.837,K6,2019,Jan-Mar,,40.0,,7.4,2.22,0.31,40.0,100.0,0.0,0.0,35.0,Klip
Klip River @ Soweto N12 Highway,-26.295,27.837,K6,2019,Apr-Jun,,51.0,,7.5,3.32,0.32,40.0,100.0,0.0,0.0,35.0,Klip
Klip River @ Soweto N12 Highway,-26.295,27.837,K6,2019,Jul-Sep,,56.0,,7.7,2.06,0.35,40.0,100.0,0.0,0.0,35.0,Klip
Klip River @ Soweto N12 Highway,-26.295,27.837,K6,2019,Oct-Dec,,64.0,,7.5,0.74,0.55,40.0,90.91,0.0,0.0,32.73,Klip
Elsburgspruit @ Heidelberg Road,-26.276,28.202,E17,2019,Jan-Mar,,239.0,42616.0,7.2,1.7,0.25,20.0,72.73,0.0,0.0,23.18,Klip
Elsburgspruit @ Heidelberg Road,-26.276,28.202,E17,2019,Apr-Jun,,239.0,899.0,7.1,1.02,0.25,20.0,72.73,0.0,0.0,23.18,Klip
Elsburgspruit @ Heidelberg Road,-26.276,28.202,E17,2019,Jul-Sep,,285.0,1202.0,7.2,0.92,0.63,20.0,36.36,0.0,0.0,14.09,Klip
Elsburgspruit @ Heidelberg Road,-26.276,28.202,E17,2019,Oct-Dec,,263.0,172266.0,7.3,0.65,0.4,20.0,63.64,0.0,0.0,20.91,Klip
Stream @ Witwatersrand Gold Mine,-26.195,28.19,E2,2019,Jan-Mar,,30.0,,7.4,0.93,0.33,40.0,100.0,0.0,0.0,35.0,Klip
Stream @ Witwatersrand Gold Mine,-26.195,28.19,E2,2019,Apr-Jun,,114.0,,7.2,0.94,0.27,40.0,81.82,0.0,0.0,30.46,Klip
Stream @ Witwatersrand Gold Mine,-26.195,28.19,E2,2019,Jul-Sep,,31.0,,7.5,0.92,0.25,40.0,100.0,0.0,0.0,35.0,Klip
Stream @ Witwatersrand Gold Mine,-26.195,28.19,E2,2019,Oct-Dec,,28.0,,7.6,0.5,0.25,40.0,100.0,0.0,0.0,35.0,Klip
Elsburgspruit @ Elsburg Town ,-26.25,28.204,E7,2019,Jan-Mar,,233.0,,6.1,1.73,0.25,0.0,63.64,0.0,0.0,15.91,Klip
Elsburgspruit @ Elsburg Town ,-26.25,28.204,E7,2019,Apr-Jun,,280.0,,6.7,2.63,48.5,20.0,54.55,0.0,0.0,18.64,Klip
Elsburgspruit @ Elsburg Town ,-26.25,28.204,E7,2019,Jul-Sep,,302.0,,6.7,1.53,0.25,20.0,54.55,0.0,0.0,18.64,Klip
Elsburgspruit @ Elsburg Town ,-26.25,28.204,E7,2019,Oct-Dec,,277.0,,6.7,1.27,0.25,20.0,63.64,0.0,0.0,20.91,Klip
Stream @ Elspark ,-26.262,28.222,E8,2019,Jan-Mar,,70.0,,7.5,0.54,0.25,40.0,100.0,0.0,0.0,35.0,Klip
Stream @ Elspark ,-26.262,28.222,E8,2019,Apr-Jun,,122.0,,7.3,0.58,0.25,20.0,81.82,0.0,0.0,25.46,Klip
Stream @ Elspark ,-26.262,28.222,E8,2019,Jul-Sep,,227.0,,7.1,0.5,0.25,20.0,63.64,0.0,0.0,20.91,Klip
Stream @ Elspark ,-26.262,28.222,E8,2019,Oct-Dec,,133.0,,7.4,0.5,0.25,20.0,81.82,0.0,0.0,25.46,Klip
Natalspruit from Simmer and Jack Mine,-26.24,28.124,N4,2019,Jan-Mar,,61.0,,6.0,1.18,0.25,20.0,100.0,0.0,0.0,30.0,Klip
Natalspruit from Simmer and Jack Mine,-26.24,28.124,N4,2019,Apr-Jun,,94.0,,5.7,2.27,0.25,20.0,90.91,0.0,0.0,27.73,Klip
Natalspruit from Simmer and Jack Mine,-26.24,28.124,N4,2019,Jul-Sep,,92.0,,6.7,6.33,0.37,40.0,81.82,0.0,0.0,30.46,Klip
Natalspruit from Simmer and Jack Mine,-26.24,28.124,N4,2019,Oct-Dec,,99.0,,5.6,1.22,0.25,20.0,72.73,0.0,0.0,23.18,Klip
Natalspruit @ Alrode ,-26.298,28.144,N7,2019,Jan-Mar,,48.0,47578.0,7.1,1.31,0.63,40.0,90.91,0.0,0.0,32.73,Klip
Natalspruit @ Alrode ,-26.298,28.144,N7,2019,Apr-Jun,,59.0,21078.0,7.3,1.08,0.25,40.0,100.0,0.0,0.0,35.0,Klip
Natalspruit @ Alrode ,-26.298,28.144,N7,2019,Jul-Sep,,53.0,91128.0,7.4,0.81,0.27,40.0,81.82,0.0,0.0,30.46,Klip
Natalspruit @ Alrode ,-26.298,28.144,N7,2019,Oct-Dec,,53.0,446963.0,7.3,0.65,0.25,40.0,100.0,0.0,0.0,35.0,Klip
Natalspruit @ Heidelberg Road ,-26.426,28.165,N8,2019,Jan-Mar,16.0,89.0,25577.0,7.5,2.71,0.31,80.0,100.0,0.0,100.0,70.0,Klip
Natalspruit @ Heidelberg Road ,-26.426,28.165,N8,2019,Apr-Jun,18.0,114.0,2668.0,7.6,4.22,0.25,80.0,90.91,0.0,100.0,67.73,Klip
Natalspruit @ Heidelberg Road ,-26.426,28.165,N8,2019,Jul-Sep,27.0,136.0,42199.0,7.6,2.32,0.39,60.0,81.82,0.0,100.0,60.46,Klip
Natalspruit @ Heidelberg Road ,-26.426,28.165,N8,2019,Oct-Dec,32.0,126.0,41199.0,7.6,2.38,0.37,60.0,90.91,0.0,100.0,62.73,Klip
Rietspruit from Sallies ,-26.305,28.336,R1,2019,Jan-Mar,,265.0,,5.2,3.17,0.63,0.0,72.73,0.0,0.0,18.18,Klip
Rietspruit from Sallies ,-26.305,28.336,R1,2019,Apr-Jun,,129.0,,7.0,1.08,0.25,20.0,81.82,0.0,0.0,25.46,Klip
Rietspruit from Sallies ,-26.305,28.336,R1,2019,Jul-Sep,,145.0,,7.4,0.5,0.25,20.0,81.82,0.0,0.0,25.46,Klip
Rietspruit from Sallies ,-26.305,28.336,R1,2019,Oct-Dec,,212.0,,7.3,0.5,0.77,20.0,72.73,0.0,0.0,23.18,Klip
Withokspruit Tributary ,-26.324,28.339,R2,2019,Jan-Mar,,43.0,,7.8,1.42,0.25,40.0,100.0,0.0,0.0,35.0,Klip
Withokspruit Tributary ,-26.324,28.339,R2,2019,Apr-Jun,,79.0,,7.5,1.03,0.25,40.0,90.91,0.0,0.0,32.73,Klip
Withokspruit Tributary ,-26.324,28.339,R2,2019,Jul-Sep,,57.0,,7.9,2.23,0.26,40.0,100.0,0.0,0.0,35.0,Klip
Withokspruit Tributary ,-26.324,28.339,R2,2019,Oct-Dec,,108.0,,7.2,0.58,0.25,40.0,90.91,0.0,0.0,32.73,Klip
Tributary @ Van Dyk Consolidated,-26.259,28.321,R3,2019,Jan-Mar,,52.0,,7.9,0.5,0.25,40.0,100.0,0.0,0.0,35.0,Klip
Tributary @ Van Dyk Consolidated,-26.259,28.321,R3,2019,Apr-Jun,,45.0,,7.8,0.58,0.25,40.0,100.0,0.0,0.0,35.0,Klip
Tributary @ Van Dyk Consolidated,-26.259,28.321,R3,2019,Jul-Sep,,28.0,,7.7,0.54,0.25,60.0,100.0,0.0,0.0,40.0,Klip
Tributary @ Van Dyk Consolidated,-26.259,28.321,R3,2019,Oct-Dec,,28.0,,7.6,0.51,0.73,40.0,81.82,0.0,0.0,30.46,Klip
Rietspruit @ Vosloorus ,-26.372,28.245,R4,2019,Jan-Mar,,143.0,,7.9,0.5,0.25,20.0,81.82,0.0,0.0,25.46,Klip
Rietspruit @ Vosloorus ,-26.372,28.245,R4,2019,Apr-Jun,,133.0,,7.8,0.87,0.25,20.0,90.91,0.0,0.0,27.73,Klip
Rietspruit @ Vosloorus ,-26.372,28.245,R4,2019,Jul-Sep,,163.0,,8.0,0.54,0.93,40.0,54.55,0.0,0.0,23.64,Klip
Rietspruit @ Vosloorus ,-26.372,28.245,R4,2019,Oct-Dec,,192.0,,7.8,0.5,0.67,20.0,63.64,0.0,0.0,20.91,Klip
Rietspruit @ Hardmans Farm ,-26.429,28.181,R5,2019,Jan-Mar,,94.0,84398.0,7.6,1.07,0.25,40.0,90.91,0.0,0.0,32.73,Klip
Rietspruit @ Hardmans Farm ,-26.429,28.181,R5,2019,Apr-Jun,,115.0,24830.0,7.9,1.23,0.25,40.0,90.91,0.0,0.0,32.73,Klip
Rietspruit @ Hardmans Farm ,-26.429,28.181,R5,2019,Jul-Sep,,121.0,125525.0,7.9,1.26,0.27,20.0,90.91,0.0,0.0,27.73,Klip
Rietspruit @ Hardmans Farm ,-26.429,28.181,R5,2019,Oct-Dec,,113.0,29668.0,7.8,0.7,0.28,40.0,81.82,0.0,0.0,30.46,Klip
Rietspruit Weir @ Luttig's Farm ,-26.451,28.089,R6,2019,Jan-Mar,22.0,85.0,18883.0,7.7,2.88,0.26,60.0,90.91,0.0,100.0,62.73,Klip
Rietspruit Weir @ Luttig's Farm ,-26.451,28.089,R6,2019,Apr-Jun,20.0,115.0,2790.0,7.6,4.26,0.34,80.0,90.91,0.0,100.0,67.73,Klip
Rietspruit Weir @ Luttig's Farm ,-26.451,28.089,R6,2019,Jul-Sep,24.0,132.0,3837.0,7.6,2.69,0.39,60.0,90.91,0.0,100.0,62.73,Klip
Rietspruit Weir @ Luttig's Farm ,-26.451,28.089,R6,2019,Oct-Dec,31.0,127.0,16687.0,7.6,2.9,0.67,60.0,81.82,0.0,100.0,60.46,Klip
Klip River @ Lido Hotel ,-26.326,27.988,K1,2020,Jan-Mar,,51.0,,7.5,1.42,1.41,40.0,81.82,0.0,0.0,30.46,Klip
Klip River @ Lido Hotel ,-26.326,27.988,K1,2020,Apr-Jun,,,,,,,0.0,0.0,0.0,0.0,0.0,Klip
Klip River @ Lido Hotel ,-26.326,27.988,K1,2020,Jul-Sep,,56.0,,7.5,2.73,0.69,40.0,81.82,0.0,0.0,30.46,Klip
Klip River @ Lido Hotel ,-26.326,27.988,K1,2020,Oct-Dec,,53.0,,7.2,4.89,2.03,40.0,90.91,0.0,0.0,32.73,Klip
Klip River @ Everite ,-26.421,28.095,K10,2020,Jan-Mar,,50.0,,7.4,2.63,1.23,40.0,90.91,0.0,0.0,32.73,Klip
Klip River @ Everite ,-26.421,28.095,K10,2020,Apr-Jun,,,,,,,0.0,0.0,0.0,0.0,0.0,Klip
Klip River @ Everite ,-26.421,28.095,K10,2020,Jul-Sep,,56.0,,7.4,3.3,0.54,40.0,100.0,0.0,0.0,35.0,Klip
Klip River @ Everite ,-26.421,28.095,K10,2020,Oct-Dec,,52.0,,7.2,3.75,1.8,40.0,90.91,0.0,0.0,32.73,Klip
Klip River from Roodepoort @ R41 Bridge,-26.169,27.833,K11,2020,Jan-Mar,,31.0,,7.4,1.13,0.42,60.0,100.0,0.0,0.0,40.0,Klip
Klip River from Roodepoort @ R41 Bridge,-26.169,27.833,K11,2020,Apr-Jun,,,,,,,0.0,0.0,0.0,0.0,0.0,Klip
Klip River from Roodepoort @ R41 Bridge,-26.169,27.833,K11,2020,Jul-Sep,,43.0,,8.0,1.78,0.37,60.0,100.0,0.0,0.0,40.0,Klip
Klip River from Roodepoort @ R41 Bridge,-26.169,27.833,K11,2020,Oct-Dec,,44.0,,7.3,0.54,0.62,40.0,90.91,0.0,0.0,32.73,Klip
Klip River from Witpoortjie @ R41 Bridge,-26.176,27.818,K14,2020,Jan-Mar,,29.0,,7.6,0.93,0.7,40.0,90.91,0.0,0.0,32.73,Klip
Klip River from Witpoortjie @ R41 Bridge,-26.176,27.818,K14,2020,Apr-Jun,,,,,,,0.0,0.0,0.0,0.0,0.0,Klip
Klip River from Witpoortjie @ R41 Bridge,-26.176,27.818,K14,2020,Jul-Sep,,38.0,,7.5,1.44,0.39,40.0,100.0,0.0,0.0,35.0,Klip
Klip River from Witpoortjie @ R41 Bridge,-26.176,27.818,K14,2020,Oct-Dec,,46.0,,7.1,2.56,1.42,40.0,90.91,0.0,0.0,32.73,Klip
Klip River Weir @ Henley-On- Klip,-26.549,28.064,K18,2020,Jan-Mar,,72.0,6620.0,7.6,3.02,1.18,40.0,90.91,0.0,0.0,32.73,Klip
Klip River Weir @ Henley-On- Klip,-26.549,28.064,K18,2020,Apr-Jun,,,,,,,0.0,0.0,0.0,0.0,0.0,Klip
Klip River Weir @ Henley-On- Klip,-26.549,28.064,K18,2020,Jul-Sep,,82.0,3414.0,7.4,3.23,0.62,40.0,90.91,0.0,0.0,32.73,Klip
Klip River Weir @ Henley-On- Klip,-26.549,28.064,K18,2020,Oct-Dec,,65.0,71928.0,7.4,2.82,1.52,40.0,90.91,0.0,0.0,32.73,Klip
Klip River Weir @ Zwartkopjes Farm,-26.38,28.071,K21,2020,Jan-Mar,35.0,52.0,17512.0,7.6,1.78,0.98,60.0,90.91,0.0,100.0,62.73,Klip
Klip River Weir @ Zwartkopjes Farm,-26.38,28.071,K21,2020,Apr-Jun,,,,,,,0.0,0.0,0.0,0.0,0.0,Klip
Klip River Weir @ Zwartkopjes Farm,-26.38,28.071,K21,2020,Jul-Sep,37.0,56.0,17772.0,7.4,2.36,0.75,80.0,81.82,0.0,100.0,65.46,Klip
Klip River Weir @ Zwartkopjes Farm,-26.38,28.071,K21,2020,Oct-Dec,22.0,57.0,84701.0,7.3,2.63,1.98,60.0,81.82,0.0,100.0,60.46,Klip
Klip River downstream of Rietspruit Confluence,-26.454,28.085,K25,2020,Jan-Mar,,70.0,41433.0,7.5,4.1,0.93,40.0,90.91,0.0,0.0,32.73,Klip
Klip River downstream of Rietspruit Confluence,-26.454,28.085,K25,2020,Apr-Jun,,,,,,,0.0,0.0,0.0,0.0,0.0,Klip
Klip River downstream of Rietspruit Confluence,-26.454,28.085,K25,2020,Jul-Sep,,80.0,2424.0,7.5,3.03,0.96,40.0,81.82,0.0,0.0,30.46,Klip
Klip River downstream of Rietspruit Confluence,-26.454,28.085,K25,2020,Oct-Dec,,64.0,64020.0,7.2,4.41,1.5,40.0,90.91,0.0,0.0,32.73,Klip
Harringtonspruit @ Nancefield Industrial Area,-26.31,27.912,K3,2020,Jan-Mar,,56.0,,7.6,0.65,1.42,40.0,81.82,0.0,0.0,30.46,Klip
Harringtonspruit @ Nancefield Industrial Area,-26.31,27.912,K3,2020,Apr-Jun,,,,,,,0.0,0.0,0.0,0.0,0.0,Klip
Harringtonspruit @ Nancefield Industrial Area,-26.31,27.912,K3,2020,Jul-Sep,,68.0,,7.6,0.5,1.16,40.0,81.82,0.0,0.0,30.46,Klip
Harringtonspruit @ Nancefield Industrial Area,-26.31,27.912,K3,2020,Oct-Dec,,65.0,,7.6,0.5,3.07,40.0,81.82,0.0,0.0,30.46,Klip
Klip River @ Olifantsvlei Sewage Works,-26.311,27.912,K4,2020,Jan-Mar,,63.0,427500.0,7.5,0.5,2.54,40.0,81.82,0.0,0.0,30.46,Klip
Klip River @ Olifantsvlei Sewage Works,-26.311,27.912,K4,2020,Apr-Jun,,,,,,,0.0,0.0,0.0,0.0,0.0,Klip
