sample_id,year,qtr,quarter,e_coli,compliance_%
B8,2020,2,Apr-Jun,0.0,0.0
B8,2020,3,Jul-Sep,2732.0,0.0
B8,2020,4,Oct-Dec,307.0,100.0
B14,2020,1,Jan-Mar,0.0,0.0
B14,2020,2,Apr-Jun,0.0,0.0
B14,2020,3,Jul-Sep,0.0,0.0
B14,2020,4,Oct-Dec,0.0,0.0
B12,2020,1,Jan-Mar,0.0,0.0
B12,2020,2,Apr-Jun,0.0,0.0
B12,2020,3,Jul-Sep,0.0,0.0
B12,2020,4,Oct-Dec,0.0,0.0
B10,2020,1,Jan-Mar,1348.0,0.0
B10,2020,2,Apr-Jun,4535.0,0.0
B10,2020,3,Jul-Sep,2055.0,0.0
B10,2020,4,Oct-Dec,2996.0,0.0
S1,2020,1,Jan-Mar,975.0,0.0
S1,2020,2,Apr-Jun,0.0,0.0
S1,2020,3,Jul-Sep,72.0,100.0
S1,2020,4,Oct-Dec,1046.0,0.0
S2,2020,1,Jan-Mar,393.0,100.0
S2,2020,2,Apr-Jun,537.0,0.0
S2,2020,3,Jul-Sep,125.0,100.0
S2,2020,4,Oct-Dec,526.0,0.0
B1,2021,1,Jan-Mar,0.0,0.0
B1,2021,2,Apr-Jun,0.0,0.0
B1,2021,3,Jul-Sep,0.0,0.0
B1,2021,4,Oct-Dec,0.0,0.0
B2,2021,1,Jan-Mar,0.0,0.0
B2,2021,2,Apr-Jun,0.0,0.0
B2,2021,3,Jul-Sep,0.0,0.0
B2,2021,4,Oct-Dec,0.0,0.0
B3,2021,1,Jan-Mar,0.0,0.0
B3,2021,2,Apr-Jun,0.0,0.0
B3,2021,3,Jul-Sep,0.0,0.0
B3,2021,4,Oct-Dec,0.0,0.0
B4,2021,1,Jan-Mar,0.0,0.0
B4,2021,2,Apr-Jun,0.0,0.0
B4,2021,3,Jul-Sep,0.0,0.0
B4,2021,4,Oct-Dec,0.0,0.0
B13,2021,1,Jan-Mar,2303.0,0.0
B13,2021,2,Apr-Jun,250.0,100.0
B13,2021,3,Jul-Sep,832.0,0.0
B13,2021,4,Oct-Dec,443.0,0.0
B5,2021,1,Jan-Mar,0.0,0.0
B5,2021,2,Apr-Jun,0.0,0.0
B5,2021,3,Jul-Sep,0.0,0.0
B5,2021,4,Oct-Dec,0.0,0.0
B16,2021,1,Jan-Mar,0.0,0.0
B16,2021,2,Apr-Jun,0.0,0.0
B16,2021,3,Jul-Sep,0.0,0.0
B16,2021,4,Oct-Dec,0.0,0.0
B6,2021,1,Jan-Mar,0.0,0.0
B6,2021,2,Apr-Jun,0.0,0.0
B6,2021,3,Jul-Sep,0.0,0.0
B6,2021,4,Oct-Dec,0.0,0.0
B15,2021,1,Jan-Mar,0.0,0.0
B15,2021,2,Apr-Jun,0.0,0.0
B15,2021,3,Jul-Sep,0.0,0.0
B15,2021,4,Oct-Dec,0.0,0.0
B17,2021,1,Jan-Mar,0.0,0.0
B17,2021,2,Apr-Jun,0.0,0.0
B17,2021,3,Jul-Sep,0.0,0.0
B17,2021,4,Oct-Dec,0.0,0.0
B11,2021,1,Jan-Mar,0.0,0.0
B11,2021,2,Apr-Jun,0.0,0.0
B11,2021,3,Jul-Sep,0.0,0.0
B11,2021,4,Oct-Dec,0.0,0.0
B7,2021,1,Jan-Mar,0.0,0.0
B7,2021,2,Apr-Jun,0.0,0.0
B7,2021,3,Jul-Sep,0.0,0.0
B7,2021,4,Oct-Dec,0.0,0.0
B8,2021,1,Jan-Mar,1681.0,0.0
B8,2021,2,Apr-Jun,6193.0,0.0
B8,2021,3,Jul-Sep,523.0,0.0
B8,2021,4,Oct-Dec,2614.0,0.0
B14,2021,1,Jan-Mar,0.0,0.0
B14,2021,2,Apr-Jun,0.0,0.0
B14,2021,3,Jul-Sep,0.0,0.0
B14,2021,4,Oct-Dec,0.0,0.0
B12,2021,1,Jan-Mar,0.0,0.0
B12,2021,2,Apr-Jun,0.0,0.0
B12,2021,3,Jul-Sep,0.0,0.0
B12,2021,4,Oct-Dec,0.0,0.0
B10,2021,1,Jan-Mar,6188.0,0.0
B10,2021,2,Apr-Jun,1035.0,0.0
B10,2021,3,Jul-Sep,12743.0,0.0
B10,2021,4,Oct-Dec,2099.0,0.0
S1,2021,1,Jan-Mar,817.0,0.0
S1,2021,2,Apr-Jun,100.0,100.0
S1,2021,3,Jul-Sep,31.0,100.0
S1,2021,4,Oct-Dec,1416.0,0.0
S2,2021,1,Jan-Mar,966.0,0.0
S2,2021,2,Apr-Jun,266.0,100.0
S2,2021,3,Jul-Sep,169.0,100.0
S2,2021,4,Oct-Dec,1270.0,0.0
B1,2022,1,Jan-Mar,0.0,0.0
B1,2022,2,Apr-Jun,0.0,0.0
B2,2022,1,Jan-Mar,0.0,0.0
B2,2022,2,Apr-Jun,0.0,0.0
B3,2022,1,Jan-Mar,0.0,0.0
B3,2022,2,Apr-Jun,0.0,0.0
B4,2022,1,Jan-Mar,0.0,0.0
B4,2022,2,Apr-Jun,0.0,0.0
B13,2022,1,Jan-Mar,3001.0,0.0
B13,2022,2,Apr-Jun,0.0,0.0
B5,2022,1,Jan-Mar,0.0,0.0
B5,2022,2,Apr-Jun,0.0,0.0
B16,2022,1,Jan-Mar,0.0,0.0
B16,2022,2,Apr-Jun,0.0,0.0
B6,2022,1,Jan-Mar,0.0,0.0
B6,2022,2,Apr-Jun,0.0,0.0
B15,2022,1,Jan-Mar,0.0,0.0
B15,2022,2,Apr-Jun,0.0,0.0
B17,2022,1,Jan-Mar,0.0,0.0
B17,2022,2,Apr-Jun,0.0,0.0
B11,2022,1,Jan-Mar,0.0,0.0
B11,2022,2,Apr-Jun,0.0,0.0
B7,2022,1,Jan-Mar,0.0,0.0
B7,2022,2,Apr-Jun,0.0,0.0
B8,2022,1,Jan-Mar,5100.0,0.0
B8,2022,2,Apr-Jun,0.0,0.0
B14,2022,1,Jan-Mar,0.0,0.0
B14,2022,2,Apr-Jun,0.0,0.0
B12,2022,1,Jan-Mar,0.0,0.0
B12,2022,2,Apr-Jun,0.0,0.0
B10,2022,1,Jan-Mar,17615.0,0.0
B10,2022,2,Apr-Jun,0.0,0.0
S1,2022,1,Jan-Mar,1340.0,0.0
S1,2022,2,Apr-Jun,0.0,0.0
S2,2022,1,Jan-Mar,3413.0,0.0
S2,2022,2,Apr-Jun,0.0,0.0
